"","date","year","month","area","allAveragePrice","numofsales","detachedAveragePrice","detachedNumberofSales","semidetachedAveragePrice","semidetachedNumberofSales","attachedAveragePrice","attachedNumberofSales","condotownhouseAveragePrice","condotownhouseNumberofSales","condoapartmentAveragePrice","condoapartmentNumberofSales"
"10000","12-2017",17,"12","Toronto E11",529822,44,"666136","11","619786","7","491400","6","320563","12","657667","6"
"10001","12-2017",17,"12","Toronto East",654693,472,"894290","171","826951","58","522272","47","384794","167","696704","24"
"10002","12-2017",17,"12","Toronto W01",748868,25,"1639475","4","1360000","1","512000","1","541674","19","-","0"
"10003","12-2017",17,"12","Toronto W02",942698,50,"1403750","14","932067","15","727100","5","590069","13","731667","3"
"10004","12-2017",17,"12","Toronto W03",708756,32,"701000","19","835063","8","459900","1","512333","3","683800","1"
"10005","12-2017",17,"12","Toronto W04",583553,56,"799973","20","932500","4","503571","7","364188","24","684000","1"
"10006","12-2017",17,"12","Toronto W05",531947,80,"826750","8","701235","26","414095","19","305907","23","701500","4"
"10007","12-2017",17,"12","Toronto W06",643996,95,"1010600","25","889667","3","626250","4","492280","59","385000","1"
"10008","12-2017",17,"12","Toronto W07",845518,17,"1200571","7","615000","1","-","0","450167","6","884600","3"
"10009","12-2017",17,"12","Toronto W08",739089,122,"1317240","40","652000","1","617500","2","428950","74","881250","4"
"10010","12-2017",17,"12","Toronto W09",799053,19,"1005500","11","641375","4","540000","1","338667","3","-","0"
"10011","12-2017",17,"12","Toronto W10",460472,58,"717539","18","667500","2","469417","6","301256","32","-","0"
"10012","12-2017",17,"12","Toronto West",670367,554,"1039022","166","797232","65","502102","46","427422","256","760741","17"
"10013","12-2017",17,"12","TRREB Total",735021,4930,"989870","1938","730726","486","519961","424","503968","1562","662596","442"
"10014","12-2017",17,"12","Uxbridge",665100,9,"720557","7","-","0","-","0","342000","1","-","0"
"10015","12-2017",17,"12","Vaughan",923773,198,"1245480","86","789850","20","650750","10","519167","46","795276","29"
"10016","12-2017",17,"12","Whitby",629315,89,"698110","59","527500","2","435625","4","462333","3","495263","16"
"10017","12-2017",17,"12","Whitchurch-Stouffville",893803,30,"970236","22","672000","1","-","0","-","0","685271","7"
"10018","12-2017",17,"12","York Region",908892,731,"1162355","367","744018","59","588208","36","487244","135","774768","108"
"10019","12-2018",18,"12","Adjala-Tosorontio",704375,8,"704375","8","-","0","-","0","-","0","-","0"
"10020","12-2018",18,"12","Ajax",664133,85,"727415","59","610583","6","483333","3","365450","4","535269","13"
"10021","12-2018",18,"12","Aurora",936741,44,"1206857","23","638333","3","543200","5","448950","2","720909","11"
"10022","12-2018",18,"12","Bradford West Gwillimbury",696471,35,"773521","24","534250","4","-","0","323000","1","570000","2"
"10023","12-2018",18,"12","Brampton",695975,379,"806121","209","629727","65","479268","25","395912","25","591196","54"
"10024","12-2018",18,"12","Brock",398100,10,"398100","10","-","0","-","0","-","0","-","0"
"10025","12-2018",18,"12","Burlington",746380,103,"979286","50","665040","5","557561","21","417206","17","602557","7"
"10026","12-2018",18,"12","Caledon",979516,43,"1115483","30","689483","6","567000","1","-","0","658465","6"
"10027","12-2018",18,"12","City of Toronto",762627,1473,"1145892","340","939859","116","652787","114","594381","848","860920","48"
"10028","12-2018",18,"12","City of Toronto Total",762627,1473,"1145892","340","939859","116","652787","114","594381","848","860920","48"
"10029","12-2018",18,"12","Clarington",559301,69,"597253","53","346250","2","545000","1","342580","5","460667","3"
"10030","12-2018",18,"12","Dufferin County",524545,37,"607725","19","440000","4","356250","2","280667","3","505210","9"
"10031","12-2018",18,"12","Durham Region",587200,446,"640849","309","495212","26","403924","32","397619","27","532559","39"
"10032","12-2018",18,"12","East Gwillimbury",839715,20,"854750","18","-","0","-","0","-","0","704400","2"
"10033","12-2018",18,"12","Essa",449750,6,"449750","6","-","0","-","0","-","0","-","0"
"10034","12-2018",18,"12","Georgina",549264,33,"562472","29","-","0","-","0","368000","1","482000","3"
"10035","12-2018",18,"12","Halton Hills",690006,36,"754327","26","635000","1","398850","2","-","0","542143","7"
"10036","12-2018",18,"12","Halton Region",836424,351,"1040913","185","696122","24","530265","32","559638","50","657719","56"
"10037","12-2018",18,"12","Innisfil",619520,25,"626925","20","-","0","-","0","522500","1","606750","4"
"10038","12-2018",18,"12","King",1821429,7,"2024167","6","-","0","-","0","-","0","605000","1"
"10039","12-2018",18,"12","Markham",851817,142,"1245040","52","844190","10","534224","12","481247","42","771929","14"
"10040","12-2018",18,"12","Milton",722807,91,"905095","41","667298","11","469000","4","424408","12","624233","23"
"10041","12-2018",18,"12","Mississauga",673950,360,"1033209","98","713049","55","569397","64","427560","127","709861","14"
"10042","12-2018",18,"12","New Tecumseth",538009,28,"548286","21","-","0","362500","2","301000","1","524750","3"
"10043","12-2018",18,"12","Newmarket",691797,64,"778581","43","534667","6","441800","5","432875","4","607917","6"
"10044","12-2018",18,"12","Oakville",1042084,121,"1277695","68","772350","7","517200","5","752214","21","761158","19"
"10045","12-2018",18,"12","Orangeville",524545,37,"607725","19","440000","4","356250","2","280667","3","505210","9"
"10046","12-2018",18,"12","Oshawa",516880,128,"561861","97","422727","11","295135","8","252500","4","480000","5"
"10047","12-2018",18,"12","Peel Region",701427,782,"899698","337","668943","126","544334","90","422355","152","619101","74"
"10048","12-2018",18,"12","Pickering",659191,57,"868736","25","618333","3","446500","13","448125","8","590917","6"
"10049","12-2018",18,"12","Richmond Hill",1006353,100,"1364452","52","830375","4","662833","6","434421","24","850292","12"
"10050","12-2018",18,"12","Scugog",597250,12,"597250","12","-","0","-","0","-","0","-","0"
"10051","12-2018",18,"12","Simcoe County",620218,102,"644943","79","534250","4","362500","2","382167","3","571250","9"
"10052","12-2018",18,"12","Toronto C01",788046,233,"1975296","3","1340600","5","969663","10","730564","207","1257813","8"
"10053","12-2018",18,"12","Toronto C02",1282892,28,"1400000","1","1145000","5","1097000","1","1318999","21","-","0"
"10054","12-2018",18,"12","Toronto C03",1359106,21,"1704700","9","1104333","6","-","0","1236584","5","-","0"
"10055","12-2018",18,"12","Toronto C04",1250971,24,"1835333","12","-","0","679000","1","665482","11","-","0"
"10056","12-2018",18,"12","Toronto C06",795225,20,"1179500","8","-","0","-","0","539042","12","-","0"
"10057","12-2018",18,"12","Toronto C07",790772,50,"1516170","10","751000","1","572500","4","609597","35","-","0"
"10058","12-2018",18,"12","Toronto C08",655409,72,"-","0","1559333","3","815000","1","606765","66","1330000","1"
"10059","12-2018",18,"12","Toronto C09",1520333,12,"2550375","4","805000","1","-","0","1033750","4","-","0"
"10060","12-2018",18,"12","Toronto C10",1005326,23,"1561800","5","2400000","1","662500","2","740250","14","1225000","1"
"10061","12-2018",18,"12","Toronto C11",772984,23,"1912348","5","-","0","427500","1","458200","17","-","0"
"10062","12-2018",18,"12","Toronto C12",2103250,12,"3619800","5","-","0","1136000","5","730000","2","-","0"
"10063","12-2018",18,"12","Toronto C13",949929,14,"2157667","3","778000","2","-","0","566500","8","738000","1"
"10064","12-2018",18,"12","Toronto C14",861729,58,"1699833","12","-","0","811000","5","606957","40","1249000","1"
"10065","12-2018",18,"12","Toronto C15",625193,50,"1155472","4","841275","2","623578","5","559931","39","-","0"
"10066","12-2018",18,"12","Toronto Central",874462,640,"1808074","81","1189483","26","833800","35","695790","481","1217042","12"
"10067","12-2018",18,"12","Toronto E01",937290,31,"1153667","6","1064160","10","806500","2","647175","8","940400","5"
"10068","12-2018",18,"12","Toronto E02",1143889,19,"1232278","9","1158486","7","792000","2","950000","1","-","0"
"10069","12-2018",18,"12","Toronto E03",840850,46,"1017386","23","903000","10","-","0","480708","13","-","0"
"10070","12-2018",18,"12","Toronto E04",545487,55,"755472","18","619333","3","603917","6","367685","26","681000","2"
"10071","12-2018",18,"12","Toronto E05",612144,40,"873831","13","655000","1","560000","4","428148","20","805000","1"
"10072","12-2018",18,"12","Toronto E06",760765,26,"826765","17","-","0","-","0","636100","9","-","0"
"10073","12-2018",18,"12","Toronto E07",515887,38,"856033","9","723500","1","584667","3","376876","25","-","0"
"10074","12-2018",18,"12","Toronto E08",652579,32,"891091","14","-","0","517750","4","398437","12","777500","2"
"10075","12-2018",18,"12","Toronto E09",566564,50,"745845","20","657333","3","486000","1","421281","26","-","0"
"10076","12-2018",18,"12","Toronto E10",608821,24,"800989","9","651967","3","446600","5","313850","4","652833","3"
"10077","12-2018",18,"12","Toronto E11",497324,27,"792375","4","730000","1","483583","6","337773","11","582250","5"
"10078","12-2018",18,"12","Toronto East",671625,388,"886624","142","914754","39","560788","33","428075","155","738542","18"
"10079","12-2018",18,"12","Toronto W01",826888,25,"1429250","4","1063000","2","672000","5","647631","13","1050000","1"
"10080","12-2018",18,"12","Toronto W02",858688,32,"1139167","6","997778","9","681250","4","655000","11","866500","2"
"10081","12-2018",18,"12","Toronto W03",711981,31,"727308","11","838585","12","614667","3","432800","5","-","0"
"10082","12-2018",18,"12","Toronto W04",594749,56,"782983","18","808000","6","540250","8","401919","22","600000","2"
"10083","12-2018",18,"12","Toronto W05",567368,67,"779500","16","680375","16","482150","10","306798","19","667500","6"
"10084","12-2018",18,"12","Toronto W06",648640,68,"886310","10","1259350","2","708288","7","566972","47","850000","1"
"10085","12-2018",18,"12","Toronto W07",1222214,7,"1180100","5","-","0","-","0","1700000","1","955000","1"
"10086","12-2018",18,"12","Toronto W08",758497,83,"1361787","24","725000","1","484267","3","503289","54","917000","1"
"10087","12-2018",18,"12","Toronto W09",811024,31,"1261250","12","835000","1","627780","3","440958","12","665633","3"
"10088","12-2018",18,"12","Toronto W10",462276,45,"686291","11","720000","2","454000","3","347579","28","719000","1"
"10089","12-2018",18,"12","Toronto West",681132,445,"1002126","117","831798","51","581058","46","485890","212","745883","18"
"10090","12-2018",18,"12","TRREB Total",750180,3781,"945580","1590","755707","342","567290","304","554497","1185","679164","313"
"10091","12-2018",18,"12","Uxbridge",656300,15,"710818","11","-","0","318500","1","500000","1","635000","1"
"10092","12-2018",18,"12","Vaughan",971520,155,"1239998","82","781961","18","601000","4","500119","29","802529","21"
"10093","12-2018",18,"12","Whitby",601733,70,"672964","42","503625","4","407750","6","493200","5","531709","11"
"10094","12-2018",18,"12","Whitchurch-Stouffville",843188,25,"945637","16","700000","1","-","0","-","0","656188","8"
"10095","12-2018",18,"12","York Region",892238,590,"1113964","321","753850","42","553647","32","471954","102","745518","78"
"10096","12-2019",19,"12","Adjala-Tosorontio",612700,7,"612700","7","-","0","-","0","-","0","-","0"
"10097","12-2019",19,"12","Ajax",708889,100,"761604","70","610857","7","382500","1","412000","1","593639","19"
"10098","12-2019",19,"12","Aurora",881469,46,"1046599","26","-","0","457200","5","547333","3","784000","12"
"10099","12-2019",19,"12","Bradford West Gwillimbury",779444,36,"845523","26","598333","3","-","0","-","0","626475","4"
"10100","12-2019",19,"12","Brampton",747417,482,"892185","230","683842","103","516832","38","423188","37","668557","68"
"10101","12-2019",19,"12","Brock",641658,12,"641658","12","-","0","-","0","-","0","-","0"
"10102","12-2019",19,"12","Burlington",788859,99,"1037571","45","773300","3","581807","15","526139","28","718333","6"
"10103","12-2019",19,"12","Caledon",993911,46,"1068608","36","738000","3","-","0","-","0","719429","7"
"10104","12-2019",19,"12","City of Toronto",885132,1673,"1363357","465","1004477","126","642731","141","656233","884","956552","44"
"10105","12-2019",19,"12","City of Toronto Total",885132,1673,"1363357","465","1004477","126","642731","141","656233","884","956552","44"
"10106","12-2019",19,"12","Clarington",599056,81,"644765","63","423333","3","406667","3","372975","4","492733","6"
"10107","12-2019",19,"12","Dufferin County",585967,26,"667516","16","485750","4","-","0","374225","4","557500","2"
"10108","12-2019",19,"12","Durham Region",640269,518,"696665","370","511788","26","437322","31","368190","20","561411","60"
"10109","12-2019",19,"12","East Gwillimbury",765349,37,"784700","30","675000","1","-","0","-","0","683650","6"
"10110","12-2019",19,"12","Essa",614500,13,"640318","11","-","0","-","0","-","0","450000","1"
"10111","12-2019",19,"12","Georgina",545726,50,"555089","44","474950","2","392500","1","-","0","506667","3"
"10112","12-2019",19,"12","Halton Hills",767454,46,"860364","33","548300","3","399667","3","457500","2","630400","5"
"10113","12-2019",19,"12","Halton Region",899220,382,"1114808","206","733100","18","576547","30","532583","59","755516","67"
"10114","12-2019",19,"12","Innisfil",636702,51,"651084","45","-","0","-","0","-","0","528833","6"
"10115","12-2019",19,"12","King",1490782,17,"1557519","16","-","0","-","0","423000","1","-","0"
"10116","12-2019",19,"12","Markham",966689,155,"1338963","65","840800","10","695838","13","564401","39","819909","22"
"10117","12-2019",19,"12","Milton",787929,80,"902745","44","744778","9","524500","1","489167","6","657550","20"
"10118","12-2019",19,"12","Mississauga",799593,392,"1221652","126","772374","51","615921","63","513331","137","725429","14"
"10119","12-2019",19,"12","New Tecumseth",590761,43,"618257","30","647500","2","-","0","325667","3","513100","5"
"10120","12-2019",19,"12","Newmarket",805347,66,"897347","43","656067","6","577667","3","435667","3","690055","11"
"10121","12-2019",19,"12","Oakville",1064127,157,"1367226","84","842667","3","622345","11","558283","23","833517","36"
"10122","12-2019",19,"12","Orangeville",585967,26,"667516","16","485750","4","-","0","374225","4","557500","2"
"10123","12-2019",19,"12","Oshawa",544199,140,"600709","100","460750","12","333406","9","262482","6","468490","10"
"10124","12-2019",19,"12","Peel Region",781973,920,"1014287","392","713636","157","578640","101","494162","174","681504","89"
"10125","12-2019",19,"12","Pickering",677206,61,"822866","31","602000","2","498989","16","402600","5","633817","6"
"10126","12-2019",19,"12","Richmond Hill",1085845,150,"1367975","83","906772","11","662725","4","513442","24","863996","27"
"10127","12-2019",19,"12","Scugog",741544,9,"741544","9","-","0","-","0","-","0","-","0"
"10128","12-2019",19,"12","Simcoe County",654746,150,"682038","119","618000","5","-","0","325667","3","543400","16"
"10129","12-2019",19,"12","Toronto C01",814238,246,"1650000","1","1444506","9","884571","7","772390","223","1387400","5"
"10130","12-2019",19,"12","Toronto C02",1390455,38,"2161750","4","1982800","5","-","0","1209511","28","-","0"
"10131","12-2019",19,"12","Toronto C03",1936472,21,"2600548","13","1069500","2","-","0","786632","6","-","0"
"10132","12-2019",19,"12","Toronto C04",1905419,37,"2551196","23","1226000","3","1310000","1","683500","10","-","0"
"10133","12-2019",19,"12","Toronto C06",963733,12,"1213114","7","-","0","-","0","614600","5","-","0"
"10134","12-2019",19,"12","Toronto C07",1066023,60,"1827824","21","888250","3","582000","4","622397","31","1290000","1"
"10135","12-2019",19,"12","Toronto C08",785652,98,"1635000","1","1655000","2","1009333","3","738022","88","1018750","4"
"10136","12-2019",19,"12","Toronto C09",1523113,10,"2350125","1","-","0","-","0","1447000","6","1520000","1"
"10137","12-2019",19,"12","Toronto C10",804979,26,"1367500","4","1217500","2","-","0","651223","20","-","0"
"10138","12-2019",19,"12","Toronto C11",1026829,17,"1929167","6","-","0","475000","1","540610","10","-","0"
"10139","12-2019",19,"12","Toronto C12",2663813,16,"3950056","9","-","0","1097100","5","792500","2","-","0"
"10140","12-2019",19,"12","Toronto C13",869356,41,"1562867","12","670500","4","682500","2","539192","22","980000","1"
"10141","12-2019",19,"12","Toronto C14",1052360,82,"2425056","18","-","0","772686","7","646576","55","1300000","1"
"10142","12-2019",19,"12","Toronto C15",765271,94,"1509267","15","912875","4","761643","14","573475","61","-","0"
"10143","12-2019",19,"12","Toronto Central",1011199,798,"2157650","135","1278671","34","823984","44","733828","567","1238615","13"
"10144","12-2019",19,"12","Toronto E01",1100615,31,"1222143","7","1185727","14","-","0","826843","7","1058667","3"
"10145","12-2019",19,"12","Toronto E02",958317,17,"1469444","2","1035833","6","-","0","748525","8","1149300","1"
"10146","12-2019",19,"12","Toronto E03",964826,39,"1154637","22","1082286","7","-","0","389400","8","767500","2"
"10147","12-2019",19,"12","Toronto E04",748042,57,"898288","33","702600","5","528333","6","442900","11","720000","2"
"10148","12-2019",19,"12","Toronto E05",663323,46,"976667","12","819000","4","608380","5","471695","23","785000","1"
"10149","12-2019",19,"12","Toronto E06",849935,26,"901409","21","690450","2","-","0","595933","3","-","0"
"10150","12-2019",19,"12","Toronto E07",677635,39,"923455","14","753500","2","638667","3","464435","17","740500","2"
"10151","12-2019",19,"12","Toronto E08",714306,31,"955433","15","713000","1","518000","5","431556","9","625000","1"
"10152","12-2019",19,"12","Toronto E09",654628,52,"822546","26","737500","2","494667","6","456194","18","-","0"
"10153","12-2019",19,"12","Toronto E10",700341,37,"964762","18","739450","2","475636","11","337400","5","-","0"
"10154","12-2019",19,"12","Toronto E11",542966,44,"743446","13","644900","4","529798","6","352841","17","598000","3"
"10155","12-2019",19,"12","Toronto East",753468,419,"944621","183","945195","49","526112","42","476795","126","799020","15"
"10156","12-2019",19,"12","Toronto W01",842552,21,"1795000","4","1015000","2","699500","2","558458","12","-","0"
"10157","12-2019",19,"12","Toronto W02",1172558,31,"1971556","9","999030","10","790004","3","693889","9","-","0"
"10158","12-2019",19,"12","Toronto W03",876677,35,"949059","22","818429","7","-","0","592300","3","766167","3"
"10159","12-2019",19,"12","Toronto W04",723498,51,"950691","22","802500","4","556557","7","482194","17","680000","1"
"10160","12-2019",19,"12","Toronto W05",648495,79,"935118","17","790935","17","485890","20","398494","18","787583","6"
"10161","12-2019",19,"12","Toronto W06",708592,76,"1114273","11","848000","1","755000","8","608943","53","1066500","2"
"10162","12-2019",19,"12","Toronto W07",1379531,16,"1475577","13","-","0","-","0","880000","2","1130000","1"
"10163","12-2019",19,"12","Toronto W08",827071,82,"1468841","21","-","0","592651","10","595389","48","1027000","2"
"10164","12-2019",19,"12","Toronto W09",629267,33,"1027810","10","720000","1","594700","4","376994","17","980000","1"
"10165","12-2019",19,"12","Toronto W10",650563,32,"813000","18","801500","1","545000","1","403125","12","-","0"
"10166","12-2019",19,"12","Toronto West",785494,456,"1155189","147","855226","43","586782","55","544255","191","875063","16"
"10167","12-2019",19,"12","TRREB Total",837788,4399,"1052081","1984","805144","381","597216","335","612464","1255","736573","396"
"10168","12-2019",19,"12","Uxbridge",717305,19,"781520","15","-","0","500000","1","460000","1","401000","1"
"10169","12-2019",19,"12","Vaughan",1009648,167,"1335099","78","881083","12","677600","5","575163","41","870026","30"
"10170","12-2019",19,"12","Whitby",695282,96,"745104","70","513750","2","470000","1","470667","3","586683","18"
"10171","12-2019",19,"12","Whitchurch-Stouffville",966801,42,"1068149","31","701000","3","650000","1","-","0","677143","7"
"10172","12-2019",19,"12","York Region",954217,730,"1145451","416","813773","45","629572","32","552144","111","803620","118"
"10173","12-2020",20,"12","Adjala-Tosorontio",1081875,8,"1081875","8","0","0","0","0","0","0","0","0"
"10174","12-2020",20,"12","Ajax",836365,123,"924476","79","777500","7","756444","19","613589","9","437000","6"
"10175","12-2020",20,"12","Aurora",1104698,74,"1388166","42","843750","4","851789","10","675646","12","574000","6"
"10176","12-2020",20,"12","Bradford West Gwillimbury",908299,68,"961377","54","748500","5","721875","4","575000","1","0","0"
"10177","12-2020",20,"12","Brampton",869107,735,"1034004","362","810140","150","745318","112","573130","64","457105","43"
"10178","12-2020",20,"12","Brock",609210,21,"665612","17","0","0","0","0","369500","4","0","0"
"10179","12-2020",20,"12","Burlington",974026,161,"1319218","81","813775","4","812396","5","633737","39","519093","29"
"10180","12-2020",20,"12","Caledon",1321989,78,"1536355","55","840667","9","789261","14","0","0","0","0"
"10181","12-2020",20,"12","City of Toronto",894576,2713,"1475758","657","1160108","197","1125972","84","730742","212","625828","1551"
"10182","12-2020",20,"12","City of Toronto Total",894576,2713,"1475758","657","1160108","197","1125972","84","730742","212","625828","1551"
"10183","12-2020",20,"12","Clarington",735207,127,"787548","90","580600","5","651306","17","513000","2","443582","6"
"10184","12-2020",20,"12","Dufferin County",770707,21,"809463","18","565000","1","524500","1","525000","1","0","0"
"10185","12-2020",20,"12","Durham Region",778037,773,"868916","498","667938","48","706152","101","532647","67","441927","44"
"10186","12-2020",20,"12","East Gwillimbury",1002664,39,"1067397","31","761267","3","746158","5","0","0","0","0"
"10187","12-2020",20,"12","Essa",743236,37,"769988","31","0","0","561275","4","0","0","0","0"
"10188","12-2020",20,"12","Georgina",717662,79,"723301","74","0","0","671497","4","485000","1","0","0"
"10189","12-2020",20,"12","Halton Hills",934636,66,"1045011","46","0","0","760616","13","542083","6","475000","1"
"10190","12-2020",20,"12","Halton Region",1095250,584,"1429635","305","880514","19","837825","91","628419","83","638375","79"
"10191","12-2020",20,"12","Innisfil",787237,82,"782789","72","0","0","1013333","6","0","0","528150","4"
"10192","12-2020",20,"12","King",1671311,37,"1788823","31","0","0","1065400","5","0","0","0","0"
"10193","12-2020",20,"12","Markham",1064763,314,"1453600","133","940154","13","1000396","41","748461","33","571524","73"
"10194","12-2020",20,"12","Milton",963618,132,"1248469","56","898311","15","788154","40","639572","9","495582","11"
"10195","12-2020",20,"12","Mississauga",872865,673,"1413136","197","884685","87","880204","24","672181","140","519346","225"
"10196","12-2020",20,"12","New Tecumseth",840093,42,"893438","34","585000","1","646750","4","350000","1","0","0"
"10197","12-2020",20,"12","Newmarket",950120,116,"1039114","82","746667","12","827894","14","681500","2","515500","6"
"10198","12-2020",20,"12","Oakville",1306329,225,"1731125","122","0","0","932299","33","635669","29","775041","38"
"10199","12-2020",20,"12","Orangeville",770707,21,"809463","18","565000","1","524500","1","525000","1","0","0"
"10200","12-2020",20,"12","Oshawa",649053,213,"723695","133","593462","21","635305","19","468557","27","285440","10"
"10201","12-2020",20,"12","Peel Region",894581,1486,"1200646","614","837621","246","771001","150","641106","204","509359","268"
"10202","12-2020",20,"12","Pickering",898033,117,"1136010","61","789711","9","746491","14","598724","18","495860","15"
"10203","12-2020",20,"12","Richmond Hill",1142803,291,"1591220","135","976231","13","987230","51","770411","17","519830","70"
"10204","12-2020",20,"12","Scugog",878455,22,"912250","20","540500","2","0","0","0","0","0","0"
"10205","12-2020",20,"12","Simcoe County",834415,237,"860184","199","721250","6","766644","18","462500","2","528150","4"
"10206","12-2020",20,"12","Toronto C01",764299,464,"2464500","7","1590749","16","1451250","8","912737","19","683525","414"
"10207","12-2020",20,"12","Toronto C02",1539299,59,"3067778","9","2088374","6","2084600","5","2212500","2","985150","36"
"10208","12-2020",20,"12","Toronto C03",1680394,33,"2203763","19","1318667","3","2140000","1","1550000","1","669714","7"
"10209","12-2020",20,"12","Toronto C04",1967415,43,"2522225","29","1580500","2","0","0","0","0","691110","12"
"10210","12-2020",20,"12","Toronto C06",940004,31,"1581819","11","1548800","1","0","0","729800","1","525639","18"
"10211","12-2020",20,"12","Toronto C07",1005666,102,"1660442","38","975000","1","1024950","2","635000","3","595710","58"
"10212","12-2020",20,"12","Toronto C08",699116,230,"0","0","1238000","2","1144333","9","847138","4","673916","214"
"10213","12-2020",20,"12","Toronto C09",1324125,12,"3805000","1","1825000","1","1646500","1","0","0","992250","8"
"10214","12-2020",20,"12","Toronto C10",943612,52,"2360425","4","1322000","5","1350000","1","560000","1","758685","41"
"10215","12-2020",20,"12","Toronto C11",977661,38,"2242750","8","1291667","3","0","0","610000","2","564564","25"
"10216","12-2020",20,"12","Toronto C12",2625202,23,"4456164","10","993667","3","2125000","1","1058600","5","1354750","4"
"10217","12-2020",20,"12","Toronto C13",859576,63,"1680846","13","929429","7","956391","4","702000","3","551797","36"
"10218","12-2020",20,"12","Toronto C14",910818,104,"1962885","20","0","0","1487333","3","804500","9","607845","72"
"10219","12-2020",20,"12","Toronto C15",786833,142,"1592169","23","958417","6","0","0","725720","21","566430","88"
"10220","12-2020",20,"12","Toronto Central",932032,1396,"2155486","192","1386545","56","1426599","35","859154","71","669612","1033"
"10221","12-2020",20,"12","Toronto E01",1087373,72,"1362194","18","1290468","24","1068667","3","874500","4","699831","23"
"10222","12-2020",20,"12","Toronto E02",1213347,48,"1584759","16","1174867","15","1162500","2","1263500","2","800731","13"
"10223","12-2020",20,"12","Toronto E03",1058067,62,"1176554","35","1201763","14","970050","2","932000","1","472400","10"
"10224","12-2020",20,"12","Toronto E04",787121,87,"1021012","41","858368","6","8e+05","4","626255","11","455160","25"
"10225","12-2020",20,"12","Toronto E05",734927,58,"1098535","17","994667","3","907000","1","674050","10","493303","27"
"10226","12-2020",20,"12","Toronto E06",1055473,38,"1140435","30","924950","2","985000","1","0","0","612000","5"
"10227","12-2020",20,"12","Toronto E07",762821,67,"1158904","23","921000","1","788450","4","697981","6","477672","32"
"10228","12-2020",20,"12","Toronto E08",874906,47,"1334579","20","840000","2","765000","3","544000","4","459889","18"
"10229","12-2020",20,"12","Toronto E09",668121,87,"924839","32","852177","5","740000","1","543063","8","467959","41"
"10230","12-2020",20,"12","Toronto E10",900396,53,"1063631","35","795000","2","733750","4","587200","7","371700","5"
"10231","12-2020",20,"12","Toronto E11",700400,64,"981005","20","829555","7","774750","4","576613","15","425022","18"
"10232","12-2020",20,"12","Toronto East",872983,683,"1134471","287","1106936","81","854686","29","647857","68","512657","217"
"10233","12-2020",20,"12","Toronto W01",992107,38,"2442500","4","1794734","5","1132500","2","748200","5","588654","22"
"10234","12-2020",20,"12","Toronto W02",1013053,45,"1602909","11","1132182","11","919333","3","854500","2","624971","17"
"10235","12-2020",20,"12","Toronto W03",892724,38,"867376","21","1043818","13","0","0","0","0","534750","4"
"10236","12-2020",20,"12","Toronto W04",701678,73,"1110825","20","901500","4","0","0","658889","9","486750","40"
"10237","12-2020",20,"12","Toronto W05",657751,76,"969876","9","807552","21","910000","4","557533","21","426352","21"
"10238","12-2020",20,"12","Toronto W06",824188,115,"1387094","23","1102500","2","1016042","2","1030544","9","627519","78"
"10239","12-2020",20,"12","Toronto W07",1182310,23,"1557083","12","0","0","1025233","3","0","0","679053","8"
"10240","12-2020",20,"12","Toronto W08",933998,125,"1632122","37","871000","1","1005800","5","706080","16","593392","66"
"10241","12-2020",20,"12","Toronto W09",891499,38,"1163677","20","978999","1","1065000","1","649180","5","483045","11"
"10242","12-2020",20,"12","Toronto W10",612652,63,"919728","21","808000","2","0","0","492800","6","432647","34"
"10243","12-2020",20,"12","Toronto West",835364,634,"1292847","178","1020548","60","993239","20","683056","73","557155","301"
"10244","12-2020",20,"12","TRREB Total",932222,7180,"1240632","3038","939660","591","871210","630","669204","652","600840","2193"
"10245","12-2020",20,"12","Uxbridge",1012895,15,"1012895","15","0","0","0","0","0","0","0","0"
"10246","12-2020",20,"12","Vaughan",1137935,352,"1502230","176","959165","26","992617","50","765273","15","578516","83"
"10247","12-2020",20,"12","Whitby",848501,135,"945846","83","766100","4","729844","32","604714","7","552714","7"
"10248","12-2020",20,"12","Whitchurch-Stouffville",1015485,64,"1154709","43","863333","3","779000","5","697010","3","646944","9"
"10249","12-2020",20,"12","York Region",1084945,1366,"1349084","747","906218","74","955368","185","738820","83","560671","247"
"10250","12-2021",21,"12","Adjala-Tosorontio",1584374,8,"1584374","8","0","0","0","0","0","0","0","0"
"10251","12-2021",21,"12","Ajax",1089128,86,"1228397","52","998700","5","989931","16","8e+05","4","543833","6"
"10252","12-2021",21,"12","Aurora",1426159,68,"1683008","42","1164800","6","1194500","6","944117","6","809000","8"
"10253","12-2021",21,"12","Bradford West Gwillimbury",1251706,52,"1319734","42","1049380","5","1032666","3","8e+05","1","515000","1"
"10254","12-2021",21,"12","Brampton",1217819,632,"1456763","326","1120501","128","1013879","76","802486","58","585225","40"
"10255","12-2021",21,"12","Brock",878000,12,"878000","12","0","0","0","0","0","0","0","0"
"10256","12-2021",21,"12","Burlington",1243787,149,"1623680","75","1092250","5","1143833","12","915500","23","672712","33"
"10257","12-2021",21,"12","Caledon",1714343,65,"1898961","51","1084629","3","1080611","9","0","0","802950","2"
"10258","12-2021",21,"12","City of Toronto",1023029,2395,"1698178","567","1342429","154","1252131","65","882139","144","730792","1447"
"10259","12-2021",21,"12","City of Toronto Total",1023029,2395,"1698178","567","1342429","154","1252131","65","882139","144","730792","1447"
